zip;city;state;county;lat;lng;population
23464;Virginia Beach;VA;Virginia Beach;36.79732;-76.17899;75061
23503;Norfolk;VA;Norfolk;36.94727;-76.26223;30216
23505;Norfolk;VA;Norfolk;36.91418;-76.29081;28247
23513;Norfolk;VA;Norfolk;36.88948;-76.23831;28628
23518;Norfolk;VA;Norfolk;36.91638;-76.21586;29746
23601;Newport News;VA;Newport News;37.05862;-76.46414;26645
23602;Newport News;VA;Newport News;37.11511;-76.51625;42265
23606;Newport News;VA;Newport News;37.07847;-76.49557;29971
23608;Newport News;VA;Newport News;37.15093;-76.54343;43641
23666;Hampton;VA;Hampton;37.05818;-76.40817;54233
23669;Hampton;VA;Hampton;37.05052;-76.33952;39884
23703;Portsmouth;VA;Portsmouth;36.88039;-76.37101;25610
23803;Petersburg;VA;Dinwiddie;37.21183;-77.48028;42012
23831;Chester;VA;Chesterfield;37.34437;-77.44998;39529
23832;Chesterfield;VA;Chesterfield;37.39436;-77.59491;41442
23834;Colonial Heights;VA;Chesterfield;37.28911;-77.40063;26628
23860;Hopewell;VA;Prince George;37.28267;-77.22267;31404
24012;Roanoke;VA;Roanoke;37.31585;-79.89833;28235
24018;Roanoke;VA;Roanoke;37.21238;-80.04261;38720
24019;Roanoke;VA;Roanoke;37.3446;-79.95564;28585
24060;Blacksburg;VA;Montgomery;37.25772;-80.41961;48541
24073;Christiansburg;VA;Montgomery;37.13053;-80.4225;29677
24112;Martinsville;VA;Henry;36.72378;-79.84921;31028
24153;Salem;VA;Roanoke;37.29674;-80.11609;38914
24401;Staunton;VA;Augusta;38.13257;-79.08846;38756
24501;Lynchburg;VA;Campbell;37.35565;-79.15608;25006
24502;Lynchburg;VA;Lynchburg;37.35624;-79.2194;41979
24540;Danville;VA;Pittsylvania;36.64235;-79.42473;31013
24541;Danville;VA;Pittsylvania;36.59072;-79.51572;28042
24551;Forest;VA;Bedford;37.36655;-79.3268;28554
25801;Beckley;WV;Raleigh;37.83805;-81.27017;31128
26003;Wheeling;WV;Ohio;40.0693;-80.6508;39982
26101;Parkersburg;WV;Wood;39.23394;-81.57483;28005
26301;Clarksburg;WV;Harrison;39.28629;-80.37735;28716
26505;Morgantown;WV;Monongalia;39.6511;-79.94306;37492
26508;Morgantown;WV;Monongalia;39.59941;-79.89724;40231
26554;Fairmont;WV;Marion;39.46475;-80.11461;42118
27012;Clemmons;NC;Forsyth;36.00434;-80.37547;30543
27028;Mocksville;NC;Davie;35.92433;-80.5742;26566
27030;Mount Airy;NC;Surry;36.48836;-80.63013;36241
27103;Winston Salem;NC;Forsyth;36.05822;-80.32125;33325
27104;Winston Salem;NC;Forsyth;36.09465;-80.32501;31783
27105;Winston Salem;NC;Forsyth;36.16294;-80.23521;40678
27106;Winston Salem;NC;Forsyth;36.14255;-80.3228;49670
27107;Winston Salem;NC;Davidson;36.01488;-80.17819;50769
27127;Winston Salem;NC;Forsyth;36.02028;-80.27847;41443
27205;Asheboro;NC;Randolph;35.6399;-79.85094;36947
27215;Burlington;NC;Alamance;36.03055;-79.48729;47102
27217;Burlington;NC;Alamance;36.19221;-79.38404;41406
27253;Graham;NC;Alamance;35.96239;-79.34581;33114
27260;High Point;NC;Guilford;35.95473;-79.98697;25299
27262;High Point;NC;Guilford;35.96191;-80.03845;28353
27265;High Point;NC;Guilford;36.00947;-80.03272;48798
27278;Hillsborough;NC;Orange;36.08673;-79.08778;27925
27284;Kernersville;NC;Forsyth;36.11818;-80.07794;58065
27292;Lexington;NC;Davidson;35.73469;-80.20845;40311
27295;Lexington;NC;Davidson;35.86756;-80.31623;39267
27302;Mebane;NC;Alamance;36.13749;-79.2647;35418
27320;Reidsville;NC;Rockingham;36.3434;-79.6599;38896
27330;Sanford;NC;Lee;35.51624;-79.18394;39778
27332;Sanford;NC;Lee;35.37836;-79.13599;36947
27360;Thomasville;NC;Davidson;35.85684;-80.09987;49510
27405;Greensboro;NC;Guilford;36.11373;-79.73463;54303
27406;Greensboro;NC;Guilford;35.9982;-79.76686;60651
27407;Greensboro;NC;Guilford;36.01124;-79.87588;51697
27410;Greensboro;NC;Guilford;36.11826;-79.89223;54921
27455;Greensboro;NC;Guilford;36.18283;-79.80794;29302
27502;Apex;NC;Wake;35.72123;-78.90828;48530
27511;Cary;NC;Wake;35.76324;-78.78437;33221
27513;Cary;NC;Wake;35.80269;-78.80159;46979
27514;Chapel Hill;NC;Orange;35.96776;-79.04406;32951
27516;Chapel Hill;NC;Orange;35.91239;-79.15156;47358
27517;Chapel Hill;NC;Chatham;35.84389;-79.03186;29564
27519;Cary;NC;Wake;35.80815;-78.88711;69836
27520;Clayton;NC;Johnston;35.61274;-78.47075;48014
27526;Fuquay Varina;NC;Harnett;35.54179;-78.8274;61588
27527;Clayton;NC;Johnston;35.65767;-78.38336;39256
27529;Garner;NC;Wake;35.65048;-78.58167;55242
27530;Goldsboro;NC;Wayne;35.36825;-78.07511;37634
27534;Goldsboro;NC;Wayne;35.37153;-77.90646;30415
27539;Apex;NC;Wake;35.67713;-78.81269;25878
27540;Holly Springs;NC;Wake;35.6103;-78.87332;47771
27545;Knightdale;NC;Wake;35.78513;-78.48045;34163
27549;Louisburg;NC;Franklin;36.10439;-78.24282;25543
27560;Morrisville;NC;Wake;35.85845;-78.82544;40792
27577;Smithfield;NC;Johnston;35.49166;-78.3446;28354
27587;Wake Forest;NC;Wake;35.98098;-78.54963;82886
27591;Wendell;NC;Wake;35.7859;-78.38638;29838
27597;Zebulon;NC;Wake;35.84034;-78.30303;30184
27603;Raleigh;NC;Wake;35.66408;-78.66186;53972
27604;Raleigh;NC;Wake;35.82011;-78.56369;44514
27606;Raleigh;NC;Wake;35.73991;-78.71833;45444
27607;Raleigh;NC;Wake;35.82145;-78.72697;28438
27609;Raleigh;NC;Wake;35.8437;-78.63282;35573
27610;Raleigh;NC;Wake;35.7435;-78.54644;81419
27612;Raleigh;NC;Wake;35.85034;-78.70387;41952
27613;Raleigh;NC;Wake;35.92633;-78.71183;45235
27614;Raleigh;NC;Wake;35.94739;-78.62059;34226
27615;Raleigh;NC;Wake;35.89772;-78.636;46019
27616;Raleigh;NC;Wake;35.86735;-78.53792;63520
27703;Durham;NC;Durham;35.96299;-78.80452;63458
27704;Durham;NC;Durham;36.04088;-78.83007;40102
27705;Durham;NC;Durham;36.0259;-78.98046;49923
27707;Durham;NC;Durham;35.95463;-78.95451;51274
27713;Durham;NC;Durham;35.88401;-78.936;59197
27804;Rocky Mount;NC;Nash;35.98958;-77.84778;30713
27834;Greenville;NC;Pitt;35.6571;-77.37981;56347
27858;Greenville;NC;Pitt;35.53229;-77.29709;58774
27893;Wilson;NC;Wilson;35.69351;-77.90458;38512
27909;Elizabeth City;NC;Pasquotank;36.29548;-76.28394;40869
28001;Albemarle;NC;Stanly;35.33594;-80.20419;26424
28012;Belmont;NC;Gaston;35.21054;-81.04077;26556
28025;Concord;NC;Cabarrus;35.38095;-80.52719;58334
28027;Concord;NC;Cabarrus;35.40879;-80.67524;81772
28031;Cornelius;NC;Mecklenburg;35.47539;-80.89344;31733
28037;Denver;NC;Lincoln;35.5064;-81.01712;28768
28052;Gastonia;NC;Gaston;35.22492;-81.23266;36272
28054;Gastonia;NC;Gaston;35.26128;-81.15072;41707
28056;Gastonia;NC;Gaston;35.21768;-81.12503;36200
28078;Huntersville;NC;Mecklenburg;35.40545;-80.86633;71657
28079;Indian Trail;NC;Union;35.1132;-80.60183;43035
28081;Kannapolis;NC;Cabarrus;35.50199;-80.67024;29075
28083;Kannapolis;NC;Cabarrus;35.49108;-80.58092;28095
28086;Kings Mountain;NC;Cleveland;35.24381;-81.37028;29460
28092;Lincolnton;NC;Lincoln;35.48404;-81.25391;40350
28104;Matthews;NC;Union;35.06017;-80.69666;36641
28105;Matthews;NC;Mecklenburg;35.11914;-80.71116;46817
28110;Monroe;NC;Union;35.06552;-80.52781;56971
28112;Monroe;NC;Union;34.89355;-80.54113;28461
28115;Mooresville;NC;Iredell;35.58001;-80.77477;43544
28117;Mooresville;NC;Iredell;35.57405;-80.89658;48826
28120;Mount Holly;NC;Gaston;35.33305;-81.02692;25805
28144;Salisbury;NC;Rowan;35.70645;-80.46341;27977
28146;Salisbury;NC;Rowan;35.62194;-80.39563;31292
28147;Salisbury;NC;Rowan;35.67997;-80.56275;25812
28150;Shelby;NC;Cleveland;35.34712;-81.57502;28142
28152;Shelby;NC;Cleveland;35.24188;-81.59289;26134
28173;Waxhaw;NC;Union;34.91532;-80.73021;65274
28205;Charlotte;NC;Mecklenburg;35.22019;-80.78737;51806
28208;Charlotte;NC;Mecklenburg;35.23153;-80.90611;40197
28210;Charlotte;NC;Mecklenburg;35.12969;-80.8548;47359
28211;Charlotte;NC;Mecklenburg;35.16816;-80.79604;33925
28212;Charlotte;NC;Mecklenburg;35.1896;-80.74519;42440
28213;Charlotte;NC;Mecklenburg;35.28459;-80.73339;45904
28214;Charlotte;NC;Mecklenburg;35.27177;-80.96847;43837
28215;Charlotte;NC;Mecklenburg;35.24854;-80.69571;66674
28216;Charlotte;NC;Mecklenburg;35.31039;-80.8883;57507
28217;Charlotte;NC;Mecklenburg;35.17146;-80.9077;32064
28226;Charlotte;NC;Mecklenburg;35.10767;-80.81837;39381
28227;Charlotte;NC;Mecklenburg;35.18851;-80.6507;60482
28262;Charlotte;NC;Mecklenburg;35.32609;-80.74234;50003
28269;Charlotte;NC;Mecklenburg;35.33747;-80.8026;79586
28270;Charlotte;NC;Mecklenburg;35.10963;-80.76005;32448
28273;Charlotte;NC;Mecklenburg;35.12624;-80.94469;50966
28277;Charlotte;NC;Mecklenburg;35.05212;-80.81622;73882
28278;Charlotte;NC;Mecklenburg;35.13063;-81.00753;37420
28303;Fayetteville;NC;Cumberland;35.0852;-78.95815;30965
28304;Fayetteville;NC;Cumberland;35.02498;-78.99072;37140
28306;Fayetteville;NC;Cumberland;34.9582;-78.89487;43042
28311;Fayetteville;NC;Cumberland;35.17033;-78.88223;36629
28314;Fayetteville;NC;Cumberland;35.0557;-79.01678;55834
28326;Cameron;NC;Harnett;35.27938;-79.16989;26068
28328;Clinton;NC;Sampson;35.00504;-78.33513;26927
28348;Hope Mills;NC;Cumberland;34.92691;-78.91313;39196
28358;Lumberton;NC;Robeson;34.60527;-78.94097;33071
28376;Raeford;NC;Hoke;35.052;-79.23342;44880
28403;Wilmington;NC;New Hanover;34.22177;-77.87902;40319
28405;Wilmington;NC;New Hanover;34.26388;-77.86743;35467
28409;Wilmington;NC;New Hanover;34.15244;-77.86477;36163
28411;Wilmington;NC;New Hanover;34.3015;-77.79307;37233
28412;Wilmington;NC;New Hanover;34.13306;-77.9191;44166
28443;Hampstead;NC;Pender;34.46211;-77.67312;28416
28451;Leland;NC;Brunswick;34.2327;-78.11503;46933
28540;Jacksonville;NC;Onslow;34.74361;-77.49833;49141
28546;Jacksonville;NC;Onslow;34.83461;-77.38818;47256
28560;New Bern;NC;Craven;35.13354;-76.97575;28661
28562;New Bern;NC;Craven;35.08105;-77.12486;39082
28590;Winterville;NC;Pitt;35.52046;-77.41651;27471
28601;Hickory;NC;Catawba;35.7729;-81.32704;53329
28602;Hickory;NC;Catawba;35.67574;-81.38459;31113
28607;Boone;NC;Watauga;36.21547;-81.64427;35679
28625;Statesville;NC;Iredell;35.86487;-80.88709;39574
28645;Lenoir;NC;Caldwell;35.97778;-81.54371;45997
28655;Morganton;NC;Burke;35.75578;-81.74212;55100
28658;Newton;NC;Catawba;35.63557;-81.24222;26336
28677;Statesville;NC;Iredell;35.73743;-80.92272;38819
28681;Taylorsville;NC;Alexander;35.92185;-81.22151;25566
28715;Candler;NC;Buncombe;35.51247;-82.71196;30328
28734;Franklin;NC;Macon;35.1825;-83.42599;29659
28752;Marion;NC;McDowell;35.71124;-82.03631;30292
28792;Hendersonville;NC;Henderson;35.39289;-82.36786;36645
28803;Asheville;NC;Buncombe;35.52949;-82.52007;33718
28804;Asheville;NC;Buncombe;35.64814;-82.5612;25776
28806;Asheville;NC;Buncombe;35.57154;-82.61386;43433
29016;Blythewood;SC;Richland;34.20367;-80.99296;30454
29036;Chapin;SC;Lexington;34.13396;-81.33622;26620
29045;Elgin;SC;Kershaw;34.18389;-80.8141;31372
29063;Irmo;SC;Richland;34.13948;-81.20457;38201
29072;Lexington;SC;Lexington;33.9985;-81.27098;69407
29073;Lexington;SC;Lexington;33.89299;-81.23774;53156
29115;Orangeburg;SC;Orangeburg;33.47673;-80.84758;27450
29150;Sumter;SC;Sumter;33.87621;-80.35609;38538
29154;Sumter;SC;Sumter;33.88515;-80.47547;29454
29203;Columbia;SC;Richland;34.10198;-81.04009;40653
29209;Columbia;SC;Richland;33.92442;-80.95284;38041
29210;Columbia;SC;Richland;34.04764;-81.10697;39962
29212;Columbia;SC;Lexington;34.0777;-81.2022;27657
29223;Columbia;SC;Richland;34.09243;-80.92153;53074
29229;Columbia;SC;Richland;34.14697;-80.89316;51861
29301;Spartanburg;SC;Spartanburg;34.93516;-82.01301;36278
29303;Spartanburg;SC;Spartanburg;34.99424;-81.96883;28381
29316;Boiling Springs;SC;Spartanburg;35.04179;-81.9766;33104
29349;Inman;SC;Spartanburg;35.07045;-82.0688;39083
29405;North Charleston;SC;Charleston;32.85207;-79.97903;26254
29406;Charleston;SC;Charleston;32.93417;-80.03083;32001
29407;Charleston;SC;Charleston;32.79912;-79.99872;36706
29412;Charleston;SC;Charleston;32.70979;-79.95115;39256
29414;Charleston;SC;Charleston;32.84479;-80.10756;44727
29418;North Charleston;SC;Charleston;32.88896;-80.0644;26052
29440;Georgetown;SC;Georgetown;33.38229;-79.32908;27319
29445;Goose Creek;SC;Berkeley;32.9976;-79.98757;59227
29455;Johns Island;SC;Charleston;32.68581;-80.08604;27576
29456;Ladson;SC;Charleston;32.98433;-80.11206;41214
29461;Moncks Corner;SC;Berkeley;33.17009;-80.00773;43816
29464;Mount Pleasant;SC;Charleston;32.82082;-79.85583;53045
29466;Mount Pleasant;SC;Charleston;32.87486;-79.78785;44942
29483;Summerville;SC;Dorchester;33.03126;-80.23205;59186
29485;Summerville;SC;Dorchester;32.94398;-80.19362;58507
29486;Summerville;SC;Berkeley;33.10744;-80.1458;53975
29501;Florence;SC;Florence;34.20414;-79.82654;48673
29526;Conway;SC;Horry;33.86696;-78.9718;54130
29527;Conway;SC;Horry;33.78271;-79.14715;28451
29550;Hartsville;SC;Darlington;34.39309;-80.07595;29924
29576;Murrells Inlet;SC;Horry;33.56952;-79.05076;34695
29577;Myrtle Beach;SC;Horry;33.69711;-78.90495;35446
29579;Myrtle Beach;SC;Horry;33.76052;-78.91463;56915
29588;Myrtle Beach;SC;Horry;33.67112;-79.02574;52609
29605;Greenville;SC;Greenville;34.77693;-82.38064;40717
29607;Greenville;SC;Greenville;34.80952;-82.33193;46209
29609;Greenville;SC;Greenville;34.91209;-82.38928;32292
29611;Greenville;SC;Greenville;34.83137;-82.45965;32365
29615;Greenville;SC;Greenville;34.85591;-82.29553;38811
29617;Greenville;SC;Greenville;34.91262;-82.4666;26582
29621;Anderson;SC;Anderson;34.50598;-82.60328;46482
29625;Anderson;SC;Anderson;34.55577;-82.76294;28012
29640;Easley;SC;Pickens;34.88706;-82.57725;33142
29642;Easley;SC;Anderson;34.77487;-82.56538;36852
29646;Greenwood;SC;Greenwood;34.13995;-82.15032;27902
29649;Greenwood;SC;Greenwood;34.24354;-82.13825;26275
29650;Greer;SC;Greenville;34.89805;-82.25826;42493
29651;Greer;SC;Greenville;34.94653;-82.22649;56599
29673;Piedmont;SC;Greenville;34.71901;-82.455;30461
29680;Simpsonville;SC;Greenville;34.69011;-82.29073;35770
29681;Simpsonville;SC;Greenville;34.76988;-82.22218;68650
29687;Taylors;SC;Greenville;34.9855;-82.32833;44861
29690;Travelers Rest;SC;Greenville;35.06008;-82.42136;26358
29707;Fort Mill;SC;Lancaster;34.98148;-80.85669;37629
29708;Fort Mill;SC;York;35.04655;-80.98604;43515
29710;Clover;SC;York;35.10598;-81.22209;40595
29715;Fort Mill;SC;York;35.01028;-80.92752;46865
29720;Lancaster;SC;Lancaster;34.74265;-80.73684;53584
29730;Rock Hill;SC;York;34.8878;-81.02116;58199
29732;Rock Hill;SC;York;34.96979;-81.07963;57675
29745;York;SC;York;34.99549;-81.21573;34909
29801;Aiken;SC;Aiken;33.58675;-81.69701;31108
29803;Aiken;SC;Aiken;33.45889;-81.70076;40699
29841;North Augusta;SC;Aiken;33.52508;-81.93954;32342
29906;Beaufort;SC;Beaufort;32.44521;-80.75159;25342
29910;Bluffton;SC;Beaufort;32.2204;-80.88277;53019
30004;Alpharetta;GA;Fulton;34.14352;-84.29926;68707
30005;Alpharetta;GA;Fulton;34.08582;-84.22158;41836
30008;Marietta;GA;Cobb;33.8966;-84.58847;35547
30012;Conyers;GA;Rockdale;33.71739;-83.99913;34506
30013;Conyers;GA;Rockdale;33.643;-83.97147;28297
30014;Covington;GA;Newton;33.58109;-83.8191;41425
30016;Covington;GA;Newton;33.51836;-83.93073;62968
30017;Grayson;GA;Gwinnett;33.88939;-83.96348;26620
30019;Dacula;GA;Gwinnett;33.97642;-83.88252;51162
30021;Clarkston;GA;DeKalb;33.80803;-84.23909;27781
30022;Alpharetta;GA;Fulton;34.02745;-84.24643;64546
30024;Suwanee;GA;Gwinnett;34.06341;-84.09116;88067
30028;Cumming;GA;Forsyth;34.28928;-84.17985;38433
30030;Decatur;GA;DeKalb;33.7721;-84.29135;31756
30032;Decatur;GA;DeKalb;33.73987;-84.2641;42948
30033;Decatur;GA;DeKalb;33.81342;-84.28355;31310
30034;Decatur;GA;DeKalb;33.69198;-84.24835;41847
30038;Lithonia;GA;DeKalb;33.67078;-84.14209;43776
30039;Snellville;GA;Gwinnett;33.79871;-84.03414;52783
30040;Cumming;GA;Forsyth;34.21622;-84.17978;82532
30041;Cumming;GA;Forsyth;34.20166;-84.09371;77664
30043;Lawrenceville;GA;Gwinnett;34.00353;-84.00703;87929
30044;Lawrenceville;GA;Gwinnett;33.92207;-84.06924;101475
30045;Lawrenceville;GA;Gwinnett;33.93046;-83.93019;44993
30046;Lawrenceville;GA;Gwinnett;33.9497;-83.99389;41850
30047;Lilburn;GA;Gwinnett;33.87104;-84.11304;70121
30052;Loganville;GA;Walton;33.81654;-83.89538;79811
30058;Lithonia;GA;DeKalb;33.7377;-84.10779;62614
30060;Marietta;GA;Cobb;33.9209;-84.543;38499
30062;Marietta;GA;Cobb;33.99977;-84.46899;62284
30064;Marietta;GA;Cobb;33.93809;-84.61691;52125
30066;Marietta;GA;Cobb;34.034;-84.50798;61761
30067;Marietta;GA;Cobb;33.93286;-84.46187;47271
30068;Marietta;GA;Cobb;33.96887;-84.43273;33882
30071;Norcross;GA;Gwinnett;33.93977;-84.20561;25830
30075;Roswell;GA;Fulton;34.05282;-84.38739;56263
30076;Roswell;GA;Fulton;34.02777;-84.31723;46054
30078;Snellville;GA;Gwinnett;33.86118;-84.01795;41597
30080;Smyrna;GA;Cobb;33.87864;-84.5053;53316
30082;Smyrna;GA;Cobb;33.85517;-84.5373;27296
30083;Stone Mountain;GA;DeKalb;33.79641;-84.19231;62724
30084;Tucker;GA;DeKalb;33.85457;-84.21657;38242
30087;Stone Mountain;GA;DeKalb;33.81087;-84.13135;38977
30088;Stone Mountain;GA;DeKalb;33.75959;-84.17918;29240
30092;Peachtree Corners;GA;Gwinnett;33.97145;-84.23537;36992
30093;Norcross;GA;Gwinnett;33.90879;-84.17839;46410
30094;Conyers;GA;Rockdale;33.61243;-84.0555;33731
30096;Duluth;GA;Gwinnett;33.97691;-84.14791;71732
30097;Duluth;GA;Fulton;34.0271;-84.14702;46876
30101;Acworth;GA;Cobb;34.04355;-84.71244;62593
30102;Acworth;GA;Cherokee;34.10857;-84.64622;45319
30114;Canton;GA;Cherokee;34.24433;-84.5393;62391
30115;Canton;GA;Cherokee;34.21296;-84.40138;53687
30117;Carrollton;GA;Carroll;33.58113;-85.13197;39804
30120;Cartersville;GA;Bartow;34.16639;-84.85597;44896
30121;Cartersville;GA;Bartow;34.21073;-84.77802;25989
30122;Lithia Springs;GA;Douglas;33.76329;-84.6386;27036
30126;Mableton;GA;Cobb;33.81588;-84.55171;41829
30127;Powder Springs;GA;Cobb;33.87647;-84.69648;71626
30132;Dallas;GA;Paulding;33.99042;-84.85279;53348
30134;Douglasville;GA;Douglas;33.77436;-84.78241;47580
30135;Douglasville;GA;Douglas;33.67285;-84.74523;66800
30141;Hiram;GA;Paulding;33.86244;-84.77521;27220
30143;Jasper;GA;Pickens;34.46198;-84.42385;26604
30144;Kennesaw;GA;Cobb;34.03672;-84.59174;59661
30152;Kennesaw;GA;Cobb;33.99435;-84.6474;44977
30157;Dallas;GA;Paulding;33.88641;-84.8731;53445
30161;Rome;GA;Floyd;34.23758;-85.17319;34705
30165;Rome;GA;Floyd;34.30279;-85.27233;43001
30168;Austell;GA;Cobb;33.78354;-84.58765;26612
30180;Villa Rica;GA;Carroll;33.72018;-84.91956;43013
30188;Woodstock;GA;Cherokee;34.11873;-84.45526;69518
30189;Woodstock;GA;Cherokee;34.12835;-84.57148;39928
30213;Fairburn;GA;Fulton;33.59113;-84.6333;50621
30214;Fayetteville;GA;Fayette;33.49222;-84.48697;31811
30215;Fayetteville;GA;Fayette;33.3888;-84.45709;40476
30223;Griffin;GA;Spalding;33.28635;-84.28012;38262
30224;Griffin;GA;Spalding;33.20411;-84.23587;28414
30228;Hampton;GA;Henry;33.40374;-84.30575;52402
30236;Jonesboro;GA;Clayton;33.52157;-84.32405;50089
30238;Jonesboro;GA;Clayton;33.4949;-84.38181;43191
30240;Lagrange;GA;Troup;33.03757;-85.12222;31271
30241;Lagrange;GA;Troup;33.02115;-84.95285;25840
30248;Locust Grove;GA;Henry;33.34975;-84.10838;36038
30252;Mcdonough;GA;Henry;33.47206;-84.06416;49554
30253;Mcdonough;GA;Henry;33.45028;-84.18579;64779
30260;Morrow;GA;Clayton;33.5862;-84.33046;28693
30263;Newnan;GA;Coweta;33.38852;-84.85911;61695
30265;Newnan;GA;Coweta;33.41649;-84.70749;39942
30269;Peachtree City;GA;Fayette;33.39375;-84.56974;40534
30274;Riverdale;GA;Clayton;33.55583;-84.40091;34081
30281;Stockbridge;GA;Henry;33.56338;-84.1961;71603
30291;Union City;GA;Fulton;33.57569;-84.5408;25130
30294;Ellenwood;GA;DeKalb;33.6371;-84.26289;41983
30296;Riverdale;GA;Clayton;33.56351;-84.44254;27045
30297;Forest Park;GA;Clayton;33.61511;-84.37145;29210
30305;Atlanta;GA;Fulton;33.83518;-84.38931;28110
30309;Atlanta;GA;Fulton;33.798;-84.38774;32479
30310;Atlanta;GA;Fulton;33.72695;-84.42726;27186
30311;Atlanta;GA;Fulton;33.72345;-84.47442;34953
30312;Atlanta;GA;Fulton;33.74463;-84.37577;26942
30315;Atlanta;GA;Fulton;33.70312;-84.38272;34264
30316;Atlanta;GA;DeKalb;33.71277;-84.33218;35107
30318;Atlanta;GA;Fulton;33.79235;-84.44831;59609
30319;Atlanta;GA;DeKalb;33.87875;-84.33596;45985
30324;Atlanta;GA;Fulton;33.8196;-84.3572;29073
30328;Atlanta;GA;Fulton;33.93194;-84.38617;39508
30329;Atlanta;GA;DeKalb;33.82625;-84.32282;27278
30331;Atlanta;GA;Fulton;33.70627;-84.54439;62567
30338;Atlanta;GA;DeKalb;33.9437;-84.31801;39465
30339;Atlanta;GA;Cobb;33.86786;-84.46483;35372
30340;Atlanta;GA;DeKalb;33.89808;-84.25113;30062
30341;Atlanta;GA;DeKalb;33.88711;-84.28992;36021
30342;Atlanta;GA;Fulton;33.88227;-84.37429;33349
30344;Atlanta;GA;Fulton;33.67508;-84.46029;35456
30349;Atlanta;GA;Fulton;33.62346;-84.52591;79872
30350;Atlanta;GA;Fulton;33.97881;-84.33366;35170
30458;Statesboro;GA;Bulloch;32.39732;-81.82694;49717
30501;Gainesville;GA;Hall;34.31844;-83.81636;32258
30504;Gainesville;GA;Hall;34.26639;-83.88751;29422
30506;Gainesville;GA;Hall;34.34918;-83.89486;45612
30507;Gainesville;GA;Hall;34.26082;-83.76622;33009
30518;Buford;GA;Gwinnett;34.132;-84.02578;57912
30519;Buford;GA;Gwinnett;34.08792;-83.9423;59997
30533;Dahlonega;GA;Lumpkin;34.57344;-84.01576;28049
30534;Dawsonville;GA;Dawson;34.43085;-84.1439;34365
30542;Flowery Branch;GA;Hall;34.17846;-83.90915;38605
30548;Hoschton;GA;Jackson;34.09311;-83.7646;26232
30549;Jefferson;GA;Jackson;34.10731;-83.57684;32075
30601;Athens;GA;Clarke;34.00032;-83.34851;25899
30605;Athens;GA;Clarke;33.90551;-83.32405;41544
30606;Athens;GA;Clarke;33.93873;-83.43305;47865
30655;Monroe;GA;Walton;33.78214;-83.69072;29785
30680;Winder;GA;Barrow;33.99725;-83.69743;48388
30701;Calhoun;GA;Gordon;34.49535;-84.95385;44691
30705;Chatsworth;GA;Murray;34.74711;-84.74929;33726
30720;Dalton;GA;Whitfield;34.73472;-85.00289;27249
30721;Dalton;GA;Whitfield;34.79168;-84.91187;53060
30736;Ringgold;GA;Catoosa;34.90244;-85.13306;44499
30741;Rossville;GA;Walker;34.95168;-85.28213;30041
30809;Evans;GA;Columbia;33.55522;-82.16357;54743
30813;Grovetown;GA;Columbia;33.47037;-82.2193;52466
30815;Hephzibah;GA;Richmond;33.2869;-82.0829;44109
30906;Augusta;GA;Richmond;33.34842;-81.97239;60423
30907;Augusta;GA;Columbia;33.52193;-82.08596;46975
30909;Augusta;GA;Richmond;33.47068;-82.08376;46501
31021;Dublin;GA;Laurens;32.49002;-82.93435;28190
31061;Milledgeville;GA;Baldwin;33.06041;-83.22816;41764
31088;Warner Robins;GA;Houston;32.58587;-83.65528;58585
31093;Warner Robins;GA;Houston;32.64815;-83.65688;26872
31204;Macon;GA;Bibb;32.84996;-83.67609;32421
31210;Macon;GA;Bibb;32.90486;-83.7356;33288
31312;Guyton;GA;Effingham;32.3211;-81.40126;25991
31313;Hinesville;GA;Liberty;31.83534;-81.6183;42838
31322;Pooler;GA;Chatham;32.10265;-81.25626;30145
31324;Richmond Hill;GA;Bryan;31.85707;-81.26951;37406
31404;Savannah;GA;Chatham;32.05064;-81.05367;30062
31405;Savannah;GA;Chatham;32.0392;-81.17352;40764
31406;Savannah;GA;Chatham;31.97783;-81.08517;34904
31419;Savannah;GA;Chatham;31.98479;-81.23867;57077
31525;Brunswick;GA;Glynn;31.3114;-81.5229;28926
31601;Valdosta;GA;Lowndes;30.74772;-83.33968;31302
31602;Valdosta;GA;Lowndes;30.86734;-83.34269;35728
31705;Albany;GA;Dougherty;31.51169;-84.05333;30791
31763;Leesburg;GA;Lee;31.73889;-84.14711;29271
31794;Tifton;GA;Tift;31.44418;-83.45151;26178
31904;Columbus;GA;Muscogee;32.55189;-85.00009;35405
31907;Columbus;GA;Muscogee;32.48388;-84.89976;59110
31909;Columbus;GA;Muscogee;32.54517;-84.92385;39364
35007;Alabaster;AL;Shelby;33.21751;-86.79307;28586
35023;Bessemer;AL;Jefferson;33.46674;-87.08891;25533
35124;Pelham;AL;Shelby;33.31368;-86.76194;25238
35160;Talladega;AL;Talladega;33.36898;-86.1005;26031
35173;Trussville;AL;Jefferson;33.65284;-86.56337;31603
35209;Birmingham;AL;Jefferson;33.46507;-86.81107;32734
35215;Birmingham;AL;Jefferson;33.64911;-86.70435;43903
35216;Birmingham;AL;Jefferson;33.41995;-86.78746;34327
35226;Birmingham;AL;Jefferson;33.39823;-86.84421;38588
35242;Birmingham;AL;Shelby;33.42371;-86.67073;57374
35244;Birmingham;AL;Shelby;33.35205;-86.8267;38217
35401;Tuscaloosa;AL;Tuscaloosa;33.179;-87.61586;43459
