zip;city;state;county;lat;lng;population
12533;Hopewell Junction;NY;Dutchess;41.55925;-73.79401;27325
12550;Newburgh;NY;Orange;41.53671;-74.05196;55152
12553;New Windsor;NY;Orange;41.46146;-74.07311;27384
12590;Wappingers Falls;NY;Dutchess;41.59559;-73.88774;35712
12601;Poughkeepsie;NY;Dutchess;41.70602;-73.91119;44164
12603;Poughkeepsie;NY;Dutchess;41.67816;-73.86744;42304
12804;Queensbury;NY;Warren;43.3375;-73.68307;28208
12866;Saratoga Springs;NY;Saratoga;43.07537;-73.7401;40057
12901;Plattsburgh;NY;Clinton;44.70842;-73.47465;31447
13021;Auburn;NY;Cayuga;42.91713;-76.5542;37247
13027;Baldwinsville;NY;Onondaga;43.16741;-76.36258;35088
13045;Cortland;NY;Cortland;42.58692;-76.19029;28361
13090;Liverpool;NY;Onondaga;43.15162;-76.21344;29004
13126;Oswego;NY;Oswego;43.43469;-76.46331;36495
13440;Rome;NY;Oneida;43.21807;-75.45941;41555
13501;Utica;NY;Oneida;43.08138;-75.22611;38931
13502;Utica;NY;Oneida;43.14121;-75.16584;34037
13601;Watertown;NY;Jefferson;43.96949;-75.90965;36839
13760;Endicott;NY;Broome;42.13425;-76.08354;42896
13905;Binghamton;NY;Broome;42.18086;-75.94476;27988
14043;Depew;NY;Erie;42.90142;-78.70431;25098
14075;Hamburg;NY;Erie;42.71297;-78.82985;44520
14086;Lancaster;NY;Erie;42.90661;-78.6291;35635
14094;Lockport;NY;Niagara;43.15989;-78.70032;50153
14120;North Tonawanda;NY;Niagara;43.07337;-78.83585;44241
14127;Orchard Park;NY;Erie;42.75204;-78.74402;31543
14150;Tonawanda;NY;Erie;42.99794;-78.87815;41260
14207;Buffalo;NY;Erie;42.95201;-78.89824;26327
14215;Buffalo;NY;Erie;42.93451;-78.81023;42524
14221;Buffalo;NY;Erie;42.97918;-78.72158;55255
14224;Buffalo;NY;Erie;42.83767;-78.74771;41219
14225;Buffalo;NY;Erie;42.92879;-78.752;33620
14226;Buffalo;NY;Erie;42.97078;-78.79844;29159
14228;Buffalo;NY;Erie;43.04214;-78.7798;25350
14304;Niagara Falls;NY;Niagara;43.10197;-78.95282;29208
14424;Canandaigua;NY;Ontario;42.84649;-77.3104;28786
14450;Fairport;NY;Monroe;43.0921;-77.41623;42750
14534;Pittsford;NY;Monroe;43.0564;-77.52083;33230
14580;Webster;NY;Monroe;43.21883;-77.44561;54180
14606;Rochester;NY;Monroe;43.17069;-77.69933;25538
14609;Rochester;NY;Monroe;43.17731;-77.55234;40274
14612;Rochester;NY;Monroe;43.26513;-77.67654;35152
14616;Rochester;NY;Monroe;43.23431;-77.65822;26863
14618;Rochester;NY;Monroe;43.11305;-77.55547;25476
14621;Rochester;NY;Monroe;43.18911;-77.60408;32381
14623;Rochester;NY;Monroe;43.08798;-77.64314;26032
14624;Rochester;NY;Monroe;43.12765;-77.7317;38626
14626;Rochester;NY;Monroe;43.21348;-77.71272;29273
14701;Jamestown;NY;Chautauqua;42.08091;-79.25502;38461
14850;Ithaca;NY;Tompkins;42.43249;-76.49891;68610
15001;Aliquippa;PA;Beaver;40.59161;-80.32078;31976
15010;Beaver Falls;PA;Beaver;40.76829;-80.35873;28542
15044;Gibsonia;PA;Allegheny;40.64009;-79.9492;27370
15068;New Kensington;PA;Westmoreland;40.56241;-79.7124;36203
15090;Wexford;PA;Allegheny;40.62587;-80.06766;25763
15101;Allison Park;PA;Allegheny;40.58139;-79.95531;26036
15102;Bethel Park;PA;Allegheny;40.32125;-80.03707;30344
15108;Coraopolis;PA;Allegheny;40.50006;-80.20031;42799
15146;Monroeville;PA;Allegheny;40.4264;-79.76005;28332
15206;Pittsburgh;PA;Allegheny;40.47244;-79.91324;29056
15210;Pittsburgh;PA;Allegheny;40.40679;-79.98411;25227
15212;Pittsburgh;PA;Allegheny;40.47106;-80.00844;27652
15213;Pittsburgh;PA;Allegheny;40.44293;-79.95345;30466
15217;Pittsburgh;PA;Allegheny;40.43083;-79.91999;25795
15221;Pittsburgh;PA;Allegheny;40.43457;-79.86631;29374
15227;Pittsburgh;PA;Allegheny;40.375;-79.97077;28460
15235;Pittsburgh;PA;Allegheny;40.45968;-79.82194;33951
15236;Pittsburgh;PA;Allegheny;40.34756;-79.97652;31313
15237;Pittsburgh;PA;Allegheny;40.54834;-80.04682;43588
15301;Washington;PA;Washington;40.16411;-80.25304;50348
15317;Canonsburg;PA;Washington;40.27105;-80.16535;43871
15401;Uniontown;PA;Fayette;39.89914;-79.74965;29942
15601;Greensburg;PA;Westmoreland;40.31397;-79.53643;56425
15642;Irwin;PA;Westmoreland;40.32045;-79.72119;46325
15650;Latrobe;PA;Westmoreland;40.27527;-79.39213;26312
15701;Indiana;PA;Indiana;40.62935;-79.15056;31269
16001;Butler;PA;Butler;40.91049;-79.94376;39234
16066;Cranberry Township;PA;Butler;40.71114;-80.10606;33873
16101;New Castle;PA;Lawrence;40.98776;-80.28814;30767
16335;Meadville;PA;Crawford;41.63143;-80.15378;27175
16509;Erie;PA;Erie;42.05861;-80.04419;28595
16601;Altoona;PA;Blair;40.55338;-78.37283;33515
16602;Altoona;PA;Blair;40.51491;-78.37052;26352
16801;State College;PA;Centre;40.78538;-77.84214;40774
16823;Bellefonte;PA;Centre;40.92734;-77.76685;29126
17011;Camp Hill;PA;Cumberland;40.23508;-76.92931;39664
17013;Carlisle;PA;Cumberland;40.241;-77.19286;38513
17022;Elizabethtown;PA;Lancaster;40.16677;-76.60823;31908
17042;Lebanon;PA;Lebanon;40.29488;-76.42271;40161
17046;Lebanon;PA;Lebanon;40.38242;-76.4306;31835
17050;Mechanicsburg;PA;Cumberland;40.24907;-77.03005;43571
17055;Mechanicsburg;PA;Cumberland;40.17756;-76.99789;42006
17109;Harrisburg;PA;Dauphin;40.28986;-76.82414;27466
17110;Harrisburg;PA;Dauphin;40.31776;-76.88354;27364
17111;Harrisburg;PA;Dauphin;40.27041;-76.78265;36744
17112;Harrisburg;PA;Dauphin;40.37497;-76.77163;38502
17201;Chambersburg;PA;Franklin;39.96229;-77.65677;27554
17202;Chambersburg;PA;Franklin;39.92133;-77.67442;33566
17257;Shippensburg;PA;Cumberland;40.0508;-77.49027;29204
17268;Waynesboro;PA;Franklin;39.77421;-77.57354;29362
17315;Dover;PA;York;40.01859;-76.8685;25760
17325;Gettysburg;PA;Adams;39.82762;-77.22641;30373
17331;Hanover;PA;York;39.79085;-76.98028;56443
17402;York;PA;York;39.95799;-76.66045;37466
17403;York;PA;York;39.92142;-76.71277;40287
17404;York;PA;York;40.00496;-76.77217;39374
17408;York;PA;York;39.93451;-76.80203;25431
17522;Ephrata;PA;Lancaster;40.17499;-76.17009;33852
17543;Lititz;PA;Lancaster;40.18217;-76.30038;45912
17601;Lancaster;PA;Lancaster;40.07296;-76.31457;56382
17602;Lancaster;PA;Lancaster;40.01486;-76.24632;52217
17603;Lancaster;PA;Lancaster;40.0127;-76.35287;67571
17701;Williamsport;PA;Lycoming;41.34206;-76.88821;43104
17815;Bloomsburg;PA;Columbia;41.02216;-76.43061;29790
18015;Bethlehem;PA;Northampton;40.5887;-75.36786;34852
18017;Bethlehem;PA;Northampton;40.66069;-75.38739;40640
18018;Bethlehem;PA;Lehigh;40.62766;-75.39538;32965
18042;Easton;PA;Northampton;40.6497;-75.22376;45532
18045;Easton;PA;Northampton;40.6919;-75.27494;30429
18052;Whitehall;PA;Lehigh;40.65668;-75.50443;29451
18062;Macungie;PA;Lehigh;40.5035;-75.57886;27110
18064;Nazareth;PA;Northampton;40.75755;-75.31927;26970
18102;Allentown;PA;Lehigh;40.60792;-75.47613;51001
18103;Allentown;PA;Lehigh;40.57223;-75.48138;48746
18104;Allentown;PA;Lehigh;40.61122;-75.54699;48683
18201;Hazleton;PA;Luzerne;40.95198;-75.95395;32067
18301;East Stroudsburg;PA;Monroe;41.03141;-75.18316;28977
18360;Stroudsburg;PA;Monroe;40.97254;-75.28562;30080
18702;Wilkes Barre;PA;Luzerne;41.21406;-75.76925;41970
18704;Kingston;PA;Luzerne;41.27676;-75.89474;31149
18901;Doylestown;PA;Bucks;40.30529;-75.15026;28509
18940;Newtown;PA;Bucks;40.26349;-74.9483;29626
18944;Perkasie;PA;Bucks;40.39252;-75.23381;27570
18951;Quakertown;PA;Bucks;40.45294;-75.33833;36568
18966;Southampton;PA;Bucks;40.1879;-75.00557;36370
18974;Warminster;PA;Bucks;40.21675;-75.07321;43122
19002;Ambler;PA;Montgomery;40.18386;-75.21104;32128
19013;Chester;PA;Delaware;39.84529;-75.37474;35064
19020;Bensalem;PA;Bucks;40.10453;-74.93853;56809
19026;Drexel Hill;PA;Delaware;39.95035;-75.304;32725
19038;Glenside;PA;Montgomery;40.10197;-75.17214;32296
19047;Langhorne;PA;Bucks;40.18207;-74.91062;34563
19050;Lansdowne;PA;Delaware;39.93764;-75.26355;29373
19053;Feasterville Trevose;PA;Bucks;40.15475;-74.97918;28509
19063;Media;PA;Delaware;39.92248;-75.41419;38172
19064;Springfield;PA;Delaware;39.93214;-75.33873;25277
19067;Morrisville;PA;Bucks;40.19595;-74.80976;53885
19082;Upper Darby;PA;Delaware;39.96043;-75.27032;41541
19083;Havertown;PA;Delaware;39.97715;-75.31192;37590
19087;Wayne;PA;Chester;40.06172;-75.40004;33528
19103;Philadelphia;PA;Philadelphia;39.95303;-75.17386;25900
19104;Philadelphia;PA;Philadelphia;39.95891;-75.19836;55172
19111;Philadelphia;PA;Philadelphia;40.06065;-75.08019;66283
19114;Philadelphia;PA;Philadelphia;40.06743;-75.00361;30411
19115;Philadelphia;PA;Philadelphia;40.09094;-75.04595;35279
19116;Philadelphia;PA;Philadelphia;40.11655;-75.01399;33654
19119;Philadelphia;PA;Philadelphia;40.05303;-75.19223;28356
19120;Philadelphia;PA;Philadelphia;40.03417;-75.11986;66469
19121;Philadelphia;PA;Philadelphia;39.98231;-75.17995;41574
19122;Philadelphia;PA;Philadelphia;39.97767;-75.14571;25439
19124;Philadelphia;PA;Philadelphia;40.01728;-75.09387;71004
19125;Philadelphia;PA;Philadelphia;39.97611;-75.12472;25140
19128;Philadelphia;PA;Philadelphia;40.05003;-75.23003;38039
19130;Philadelphia;PA;Philadelphia;39.9676;-75.17495;30116
19131;Philadelphia;PA;Philadelphia;39.98865;-75.21835;43776
19132;Philadelphia;PA;Philadelphia;39.99649;-75.17102;33006
19134;Philadelphia;PA;Philadelphia;39.98953;-75.10838;53594
19135;Philadelphia;PA;Philadelphia;40.02192;-75.04966;33803
19136;Philadelphia;PA;Philadelphia;40.03973;-75.01932;36262
19138;Philadelphia;PA;Philadelphia;40.05594;-75.15947;30821
19139;Philadelphia;PA;Philadelphia;39.96144;-75.22964;43090
19140;Philadelphia;PA;Philadelphia;40.01224;-75.14512;53385
19141;Philadelphia;PA;Philadelphia;40.03788;-75.14541;32385
19142;Philadelphia;PA;Philadelphia;39.92278;-75.23375;28829
19143;Philadelphia;PA;Philadelphia;39.94315;-75.22664;62572
19144;Philadelphia;PA;Philadelphia;40.03278;-75.17523;50580
19145;Philadelphia;PA;Philadelphia;39.91469;-75.19194;43440
19146;Philadelphia;PA;Philadelphia;39.93917;-75.18398;41058
19147;Philadelphia;PA;Philadelphia;39.93645;-75.15468;39704
19148;Philadelphia;PA;Philadelphia;39.91175;-75.1514;50400
19149;Philadelphia;PA;Philadelphia;40.03781;-75.06544;56914
19151;Philadelphia;PA;Philadelphia;39.97562;-75.25616;33267
19152;Philadelphia;PA;Philadelphia;40.06158;-75.04663;35955
19154;Philadelphia;PA;Philadelphia;40.0951;-74.98159;33796
19320;Coatesville;PA;Chester;39.97046;-75.83069;55941
19335;Downingtown;PA;Chester;40.02271;-75.72045;53629
19355;Malvern;PA;Chester;40.0466;-75.5302;29425
19380;West Chester;PA;Chester;39.98594;-75.60358;49856
19382;West Chester;PA;Chester;39.92766;-75.61475;54127
19401;Norristown;PA;Montgomery;40.13042;-75.33143;43359
19403;Norristown;PA;Montgomery;40.14898;-75.38034;44017
19406;King Of Prussia;PA;Montgomery;40.09467;-75.38402;30362
19426;Collegeville;PA;Montgomery;40.18972;-75.43734;43460
19438;Harleysville;PA;Montgomery;40.27018;-75.39554;25438
19446;Lansdale;PA;Montgomery;40.23068;-75.30369;61848
19454;North Wales;PA;Montgomery;40.22303;-75.24365;27755
19460;Phoenixville;PA;Chester;40.12674;-75.5294;45423
19464;Pottstown;PA;Montgomery;40.25882;-75.616;49101
19468;Royersford;PA;Montgomery;40.20776;-75.53137;28194
19601;Reading;PA;Berks;40.3526;-75.9408;36479
19604;Reading;PA;Berks;40.35791;-75.90954;30124
19606;Reading;PA;Berks;40.3357;-75.85755;35853
19701;Bear;DE;New Castle;39.58427;-75.69914;42984
19702;Newark;DE;New Castle;39.62199;-75.72803;55683
19709;Middletown;DE;New Castle;39.48923;-75.68314;53234
19711;Newark;DE;New Castle;39.71379;-75.74033;49432
19713;Newark;DE;New Castle;39.67097;-75.70972;30747
19720;New Castle;DE;New Castle;39.645;-75.60678;62392
19802;Wilmington;DE;New Castle;39.75715;-75.52873;26051
19805;Wilmington;DE;New Castle;39.74523;-75.59373;41402
19808;Wilmington;DE;New Castle;39.73777;-75.66596;39082
19810;Wilmington;DE;New Castle;39.81855;-75.50628;26530
19901;Dover;DE;Kent;39.17335;-75.47758;37763
19904;Dover;DE;Kent;39.17289;-75.59517;38818
19958;Lewes;DE;Sussex;38.72737;-75.16632;31938
19966;Millsboro;DE;Sussex;38.58118;-75.28274;35884
19973;Seaford;DE;Sussex;38.63404;-75.62454;26834
19977;Smyrna;DE;Kent;39.29653;-75.55132;27704
20001;Washington;DC;District of Columbia;38.91002;-77.018;44616
20002;Washington;DC;District of Columbia;38.90511;-76.98431;72397
20003;Washington;DC;District of Columbia;38.88193;-76.99033;37482
20008;Washington;DC;District of Columbia;38.93539;-77.05935;29434
20009;Washington;DC;District of Columbia;38.91986;-77.03749;50150
20010;Washington;DC;District of Columbia;38.93255;-77.03128;31808
20011;Washington;DC;District of Columbia;38.95295;-77.02323;67434
20016;Washington;DC;District of Columbia;38.93822;-77.09139;32730
20019;Washington;DC;District of Columbia;38.89214;-76.94195;63380
20020;Washington;DC;District of Columbia;38.86234;-76.97446;53005
20032;Washington;DC;District of Columbia;38.83142;-77.01514;40920
20105;Aldie;VA;Loudoun;38.95949;-77.60829;37639
20109;Manassas;VA;Prince William;38.79472;-77.53105;45444
20110;Manassas;VA;Manassas;38.7464;-77.48699;49890
20111;Manassas;VA;Prince William;38.74907;-77.43039;38124
20112;Manassas;VA;Prince William;38.67274;-77.42901;30500
20120;Centreville;VA;Fairfax;38.85576;-77.47987;42896
20121;Centreville;VA;Fairfax;38.8175;-77.46015;27788
20136;Bristow;VA;Prince William;38.7374;-77.55473;32325
20147;Ashburn;VA;Loudoun;39.04151;-77.47958;67692
20148;Ashburn;VA;Loudoun;38.99062;-77.53284;64021
20152;Chantilly;VA;Loudoun;38.8998;-77.51917;36674
20155;Gainesville;VA;Prince William;38.80646;-77.62145;37486
20164;Sterling;VA;Loudoun;39.01244;-77.39586;43436
20165;Sterling;VA;Loudoun;39.05058;-77.38854;34088
20169;Haymarket;VA;Prince William;38.87172;-77.64627;28089
20170;Herndon;VA;Fairfax;38.98075;-77.38042;43866
20171;Herndon;VA;Fairfax;38.9246;-77.39824;51286
20175;Leesburg;VA;Loudoun;39.0641;-77.59939;34733
20176;Leesburg;VA;Loudoun;39.18147;-77.5345;51471
20191;Reston;VA;Fairfax;38.93438;-77.35184;31011
20601;Waldorf;MD;Charles;38.61863;-76.85715;26945
20602;Waldorf;MD;Charles;38.58335;-76.89466;28331
20603;Waldorf;MD;Charles;38.62972;-76.97473;31844
20653;Lexington Park;MD;St. Mary's;38.22795;-76.43139;26852
20705;Beltsville;MD;Prince George's;39.04503;-76.90009;28713
20706;Lanham;MD;Prince George's;38.96548;-76.85091;42612
20707;Laurel;MD;Prince George's;39.09563;-76.8842;37278
20708;Laurel;MD;Prince George's;39.04546;-76.83462;27593
20715;Bowie;MD;Prince George's;38.98643;-76.73967;26915
20720;Bowie;MD;Prince George's;38.9971;-76.78588;25015
20721;Bowie;MD;Prince George's;38.92106;-76.78881;31032
20723;Laurel;MD;Howard;39.13664;-76.86647;36866
20735;Clinton;MD;Prince George's;38.75034;-76.90566;37464
20740;College Park;MD;Prince George's;39.00193;-76.93096;36847
20743;Capitol Heights;MD;Prince George's;38.88372;-76.89362;41093
20744;Fort Washington;MD;Prince George's;38.75362;-76.98393;54441
20745;Oxon Hill;MD;Prince George's;38.80552;-76.99495;28605
20746;Suitland;MD;Prince George's;38.83664;-76.91936;27156
20747;District Heights;MD;Prince George's;38.85348;-76.88377;38301
20748;Temple Hills;MD;Prince George's;38.81692;-76.94124;40338
20770;Greenbelt;MD;Prince George's;38.99981;-76.88567;28384
20772;Upper Marlboro;MD;Prince George's;38.7785;-76.76911;54319
20774;Upper Marlboro;MD;Prince George's;38.87589;-76.76925;51816
20782;Hyattsville;MD;Prince George's;38.96469;-76.9649;34293
20783;Hyattsville;MD;Prince George's;38.99988;-76.96886;50333
20784;Hyattsville;MD;Prince George's;38.95145;-76.89025;33831
20785;Hyattsville;MD;Prince George's;38.91849;-76.88237;40066
20814;Bethesda;MD;Montgomery;39.00506;-77.10295;32795
20815;Chevy Chase;MD;Montgomery;38.98369;-77.07845;30505
20817;Bethesda;MD;Montgomery;38.99809;-77.14919;37454
20832;Olney;MD;Montgomery;39.15134;-77.07331;25553
20850;Rockville;MD;Montgomery;39.0908;-77.1809;50353
20852;Rockville;MD;Montgomery;39.05134;-77.12507;48180
20853;Rockville;MD;Montgomery;39.10237;-77.09462;31851
20854;Potomac;MD;Montgomery;39.03413;-77.22149;50498
20871;Clarksburg;MD;Montgomery;39.2592;-77.28187;30182
20874;Germantown;MD;Montgomery;39.1291;-77.29721;62738
20876;Germantown;MD;Montgomery;39.20706;-77.23284;26406
20877;Gaithersburg;MD;Montgomery;39.14068;-77.18865;38546
20878;Gaithersburg;MD;Montgomery;39.11376;-77.24781;66115
20879;Gaithersburg;MD;Montgomery;39.16992;-77.17416;25264
20886;Montgomery Village;MD;Montgomery;39.17952;-77.197;34718
20901;Silver Spring;MD;Montgomery;39.02155;-77.00919;36435
20902;Silver Spring;MD;Montgomery;39.04381;-77.0421;54261
20904;Silver Spring;MD;Montgomery;39.06608;-76.97918;58646
20906;Silver Spring;MD;Montgomery;39.08858;-77.05522;70595
20910;Silver Spring;MD;Montgomery;39.00227;-77.03634;45943
20912;Takoma Park;MD;Montgomery;38.98182;-77.00106;25749
21001;Aberdeen;MD;Harford;39.51077;-76.20274;27168
21009;Abingdon;MD;Harford;39.47032;-76.29378;33679
21014;Bel Air;MD;Harford;39.53606;-76.35164;38707
21015;Bel Air;MD;Harford;39.54691;-76.29619;30013
21030;Cockeysville;MD;Baltimore;39.49002;-76.6659;25827
21042;Ellicott City;MD;Howard;39.27105;-76.8924;43327
21043;Ellicott City;MD;Howard;39.25759;-76.79773;48525
21044;Columbia;MD;Howard;39.21047;-76.88353;44114
21045;Columbia;MD;Howard;39.20622;-76.82747;40034
21060;Glen Burnie;MD;Anne Arundel;39.16893;-76.58346;39730
21061;Glen Burnie;MD;Anne Arundel;39.16116;-76.63226;57230
21075;Elkridge;MD;Howard;39.20414;-76.75301;37363
21093;Lutherville Timonium;MD;Baltimore;39.43773;-76.64318;39100
21113;Odenton;MD;Anne Arundel;39.05448;-76.71519;36705
21114;Crofton;MD;Anne Arundel;39.00967;-76.6839;25590
21117;Owings Mills;MD;Baltimore;39.42719;-76.77795;62816
21122;Pasadena;MD;Anne Arundel;39.11631;-76.49941;61566
21133;Randallstown;MD;Baltimore;39.37705;-76.81174;31398
21136;Reisterstown;MD;Baltimore;39.48851;-76.80888;32088
21144;Severn;MD;Anne Arundel;39.12058;-76.67767;37118
21146;Severna Park;MD;Anne Arundel;39.07737;-76.55613;28591
21157;Westminster;MD;Carroll;39.54889;-76.98162;38984
21206;Baltimore;MD;Baltimore;39.33932;-76.53706;48902
21207;Gwynn Oak;MD;Baltimore;39.32417;-76.72017;47099
21208;Pikesville;MD;Baltimore;39.38401;-76.72547;37276
21209;Baltimore;MD;Baltimore;39.37261;-76.66802;30126
21212;Baltimore;MD;Baltimore;39.3678;-76.61456;33974
21213;Baltimore;MD;Baltimore;39.31501;-76.57723;28058
21215;Baltimore;MD;Baltimore;39.34578;-76.68367;52229
21216;Baltimore;MD;Baltimore;39.3108;-76.67145;29426
21217;Baltimore;MD;Baltimore;39.30701;-76.63833;30792
21218;Baltimore;MD;Baltimore;39.33031;-76.60235;44014
21220;Middle River;MD;Baltimore;39.345;-76.3966;42824
21221;Essex;MD;Baltimore;39.29462;-76.44034;43487
21222;Dundalk;MD;Baltimore;39.26424;-76.49537;59407
21224;Baltimore;MD;Baltimore;39.28309;-76.54088;47465
21225;Brooklyn;MD;Anne Arundel;39.22597;-76.61508;34062
21227;Halethorpe;MD;Baltimore;39.24024;-76.67913;34907
21228;Catonsville;MD;Baltimore;39.27272;-76.74687;50492
21229;Baltimore;MD;Baltimore;39.28509;-76.69083;46679
21230;Baltimore;MD;Baltimore;39.26651;-76.62213;32977
21234;Parkville;MD;Baltimore;39.395;-76.53252;66334
21236;Nottingham;MD;Baltimore;39.38789;-76.48552;39514
21237;Rosedale;MD;Baltimore;39.33938;-76.49456;31425
21239;Baltimore;MD;Baltimore;39.36517;-76.58709;27346
21244;Windsor Mill;MD;Baltimore;39.3342;-76.78217;38208
21401;Annapolis;MD;Anne Arundel;38.98967;-76.5505;38629
21403;Annapolis;MD;Anne Arundel;38.94433;-76.49296;32681
21502;Cumberland;MD;Allegany;39.64143;-78.75609;41015
21701;Frederick;MD;Frederick;39.44729;-77.33512;43048
21702;Frederick;MD;Frederick;39.48019;-77.4578;49605
21703;Frederick;MD;Frederick;39.36961;-77.47088;41960
21740;Hagerstown;MD;Washington;39.63233;-77.73902;64792
21742;Hagerstown;MD;Washington;39.67363;-77.65928;34069
21771;Mount Airy;MD;Frederick;39.3955;-77.15869;33031
21784;Sykesville;MD;Carroll;39.40087;-76.9726;39258
21801;Salisbury;MD;Wicomico;38.38106;-75.64073;30088
21804;Salisbury;MD;Wicomico;38.31726;-75.53673;40430
21921;Elkton;MD;Cecil;39.62568;-75.85904;45527
22003;Annandale;VA;Fairfax;38.8308;-77.21402;57755
22015;Burke;VA;Fairfax;38.78784;-77.28136;44647
22030;Fairfax;VA;Fairfax;38.83891;-77.34188;61332
22031;Fairfax;VA;Fairfax;38.85954;-77.2599;37276
22032;Fairfax;VA;Fairfax;38.82012;-77.29032;29240
22033;Fairfax;VA;Fairfax;38.87564;-77.38419;39526
22041;Falls Church;VA;Fairfax;38.8485;-77.14212;29183
22042;Falls Church;VA;Fairfax;38.86463;-77.19406;35483
22043;Falls Church;VA;Fairfax;38.90076;-77.19746;25750
22079;Lorton;VA;Fairfax;38.67998;-77.2055;35284
22101;McLean;VA;Fairfax;38.9386;-77.16513;30953
22102;McLean;VA;Fairfax;38.95199;-77.22901;29184
22150;Springfield;VA;Fairfax;38.77198;-77.18605;27955
22152;Springfield;VA;Fairfax;38.77564;-77.23149;28814
22153;Springfield;VA;Fairfax;38.74443;-77.23451;32664
22180;Vienna;VA;Fairfax;38.89619;-77.25426;26568
22182;Vienna;VA;Fairfax;38.93611;-77.2736;27783
22191;Woodbridge;VA;Prince William;38.6249;-77.26849;73623
22192;Woodbridge;VA;Prince William;38.68358;-77.31821;59794
22193;Woodbridge;VA;Prince William;38.64233;-77.34881;81588
22201;Arlington;VA;Arlington;38.88684;-77.09501;37473
22202;Arlington;VA;Arlington;38.8569;-77.05175;27715
22203;Arlington;VA;Arlington;38.87377;-77.1164;26594
22204;Arlington;VA;Arlington;38.86076;-77.09894;51921
22207;Arlington;VA;Arlington;38.90665;-77.12384;35479
22304;Alexandria;VA;Alexandria;38.81361;-77.11498;48613
22306;Alexandria;VA;Fairfax;38.75655;-77.09254;30602
22309;Alexandria;VA;Fairfax;38.71931;-77.10724;34316
22310;Alexandria;VA;Fairfax;38.78447;-77.12231;28136
22312;Alexandria;VA;Fairfax;38.81685;-77.15372;26768
22314;Alexandria;VA;Alexandria;38.80732;-77.0563;36612
22315;Alexandria;VA;Fairfax;38.75735;-77.14803;30404
22401;Fredericksburg;VA;Fredericksburg;38.29928;-77.48704;28731
22405;Fredericksburg;VA;Stafford;38.31568;-77.40377;36890
22406;Fredericksburg;VA;Stafford;38.39964;-77.55596;27367
22407;Fredericksburg;VA;Spotsylvania;38.28581;-77.58055;65425
22408;Fredericksburg;VA;Spotsylvania;38.21916;-77.44013;31586
22485;King George;VA;King George;38.2717;-77.15996;27131
22554;Stafford;VA;Stafford;38.42285;-77.3835;65494
22556;Stafford;VA;Stafford;38.48624;-77.513;31785
22601;Winchester;VA;Winchester;39.1743;-78.1743;29230
22602;Winchester;VA;Frederick;39.1508;-78.26555;32840
22630;Front Royal;VA;Warren;38.92909;-78.18052;35615
22701;Culpeper;VA;Culpeper;38.44038;-77.99633;38512
22801;Harrisonburg;VA;Rockingham;38.40519;-78.87931;39983
22802;Harrisonburg;VA;Rockingham;38.50016;-78.8585;30374
22901;Charlottesville;VA;Albemarle;38.08874;-78.55569;37237
22903;Charlottesville;VA;Albemarle;38.01239;-78.60159;40372
22980;Waynesboro;VA;Augusta;38.09588;-78.88585;32965
23059;Glen Allen;VA;Hanover;37.70424;-77.56539;42522
23060;Glen Allen;VA;Henrico;37.65981;-77.53427;36497
23111;Mechanicsville;VA;Hanover;37.6112;-77.24697;38070
23112;Midlothian;VA;Chesterfield;37.43738;-77.66394;57016
23113;Midlothian;VA;Chesterfield;37.53935;-77.68093;27477
23116;Mechanicsville;VA;Hanover;37.67152;-77.33458;34188
23139;Powhatan;VA;Powhatan;37.54999;-77.93507;27757
23185;Williamsburg;VA;James City;37.24927;-76.68702;55270
23188;Williamsburg;VA;James City;37.33849;-76.74925;45803
23220;Richmond;VA;Richmond;37.54923;-77.46012;34671
23222;Richmond;VA;Henrico;37.58265;-77.41894;26322
23223;Richmond;VA;Henrico;37.55595;-77.37927;54659
23224;Richmond;VA;Richmond;37.4985;-77.46563;40575
23225;Richmond;VA;Richmond;37.51872;-77.51044;42771
23228;Henrico;VA;Henrico;37.62588;-77.49125;36527
23229;Henrico;VA;Henrico;37.58785;-77.56973;35689
23231;Henrico;VA;Henrico;37.44219;-77.31903;38544
23233;Henrico;VA;Henrico;37.64461;-77.62828;31582
23234;Richmond;VA;Chesterfield;37.45293;-77.46752;47465
23235;Richmond;VA;Chesterfield;37.51314;-77.56426;33461
23236;Richmond;VA;Chesterfield;37.47438;-77.58634;27903
23237;Richmond;VA;Chesterfield;37.40173;-77.45433;27126
23238;Henrico;VA;Goochland;37.59595;-77.64138;26050
23320;Chesapeake;VA;Chesapeake;36.75208;-76.21807;59108
23321;Chesapeake;VA;Chesapeake;36.80067;-76.42189;40176
23322;Chesapeake;VA;Chesapeake;36.62703;-76.26929;66956
23323;Chesapeake;VA;Chesapeake;36.70785;-76.37949;43043
23434;Suffolk;VA;Suffolk;36.70163;-76.59074;54387
23435;Suffolk;VA;Suffolk;36.83751;-76.4803;33721
23451;Virginia Beach;VA;Virginia Beach;36.87175;-76.00689;44012
23452;Virginia Beach;VA;Virginia Beach;36.84604;-76.09197;58455
23453;Virginia Beach;VA;Virginia Beach;36.785;-76.07679;34482
23454;Virginia Beach;VA;Virginia Beach;36.83216;-76.02616;58178
23455;Virginia Beach;VA;Virginia Beach;36.88974;-76.1441;49977
23456;Virginia Beach;VA;Virginia Beach;36.73435;-76.03492;61911
23462;Virginia Beach;VA;Virginia Beach;36.8366;-76.15105;66151
